Ano;Rol Declarante;Código VU establecimiento;nombre establecimiento;razon social;rubro retc;ciiu6;ciiu6_id;ciiu4;ciiu4_id;huso;utmn;utme;provincia;comuna ;region;cod_subdere;Entrada/Salida;Cantidad Toneladas; declaración_estimación ;Tratamiento;tratamiento id;valorizacion_eliminacion_recolección;Capitulo LER;Numero Capitulo LER;Subcapitulo LER;Numero Subcapitulo LER;ler;Numero LER;retc_code_trazabilidad;nombre trazabilidad;razon social trazabilidad;comuna trazabilidad;region trazabilidad
2.020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Otras actividades;Actividades de organizaciones y órganos extraterritoriales;U990000;Actividades de organizaciones y órganos extraterritoriales;U9900;19;6366140;350228;Los Andes;Los Andes;Valparaíso;5.301;2;384; declaración ;Reciclaje de vidrio;19;Valorización;10 | Residuos de procesos térmicos;10;11 | Residuos de la fabricación del vidrio y sus derivados;11;10 11 03 | Residuos de materiales de fibra de vidrio;3;;Destinatario Final;INGENIERIA Y DESARROLLO SUSTENTA LIMITADA;Putaendo;Valparaíso
2.020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Otras actividades;Actividades de organizaciones y órganos extraterritoriales;U990000;Actividades de organizaciones y órganos extraterritoriales;U9900;19;6366140;350228;Los Andes;Los Andes;Valparaíso;5.301;2;193,874; declaración ;Compostaje;27;Valorización;07 | Residuos de procesos químicos orgánicos;7;01 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de productos químicos orgánicos de base;1;07 01 99 | Residuos no especificados en otra categoría;99;;Destinatario Final;MUNICIPALIDAD DE LOS ANDES;Los Andes;Valparaíso
2.020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Otras actividades;Actividades de organizaciones y órganos extraterritoriales;U990000;Actividades de organizaciones y órganos extraterritoriales;U9900;19;6366140;350228;Los Andes;Los Andes;Valparaíso;5.301;2;46,42; declaración ;Valorización;2;Valorización;07 | Residuos de procesos químicos orgánicos;7;02 | Residuos de la FFDU de plásticos, caucho sintético y fibras artificiales;2;07 02 13 | Residuos de plástico;13;;Destinatario Final;SOCIEDAD SUBE A RECICLAR LIMITADA;Los Andes;Valparaíso
2.020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Otras actividades;Actividades de organizaciones y órganos extraterritoriales;U990000;Actividades de organizaciones y órganos extraterritoriales;U9900;19;6366140;350228;Los Andes;Los Andes;Valparaíso;5.301;2;5,27; declaración ;Valorización;2;Valorización;07 | Residuos de procesos químicos orgánicos;7;06 | Residuos de la FFDU de grasas, jabones, detergentes, desinfectantes y cosméticos;6;07 06 99 | Residuos no especificados en otra categoría;99;5.474.106;LAMPA BIOILS;BIOILS SPA;Lampa;Metropolitana de Santiago
2.020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Otras actividades;Actividades de organizaciones y órganos extraterritoriales;U990000;Actividades de organizaciones y órganos extraterritoriales;U9900;19;6366140;350228;Los Andes;Los Andes;Valparaíso;5.301;2;2,8; declaración ;Reciclaje de metales;20;Valorización;10 | Residuos de procesos térmicos;10;03 | Residuos de la termometalurgia del aluminio;3;10 03 05 | Residuos de alúmina;5;;Destinatario Final;SOCIEDAD SUBE A RECICLAR LIMITADA;Los Andes;Valparaíso
2.020;Generador Municipal;4053455;ILUSTRE MUNICIPALIDAD DE PIRQUE;I MUNICIPALIDAD DE PIRQUE;Otras actividades;Otras actividades de servicios personales n.c.p.;S960909;Otras actividades de servicios personales n.c.p.;S9609;19;6167669;256811;Cordillera;Pirque;Metropolitana de Santiago;13.202;2;10828,62; declaración ;;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;97.614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;Metropolitana de Santiago
2.020;Generador Municipal;4053453;ILUSTRE MUNICIPALIDAD DE LA CISTERNA;I MUNICIPALIDAD DE LA CISTERNA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6288179;345491;Santiago;La Cisterna;Metropolitana de Santiago;13.109;2;48458; declaración ;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;7.803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2.020;Generador Municipal;4053453;ILUSTRE MUNICIPALIDAD DE LA CISTERNA;I MUNICIPALIDAD DE LA CISTERNA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6288179;345491;Santiago;La Cisterna;Metropolitana de Santiago;13.109;2;197,441; declaración ;Reciclaje de vidrio;19;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;2.372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago
2.020;Generador Municipal;4053453;ILUSTRE MUNICIPALIDAD DE LA CISTERNA;I MUNICIPALIDAD DE LA CISTERNA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6288179;345491;Santiago;La Cisterna;Metropolitana de Santiago;13.109;2;98,644; declaración ;Reciclaje de papel, cartón y productos de papel;16;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5.459.117;SOREPA CARLOS VALDOVINOS;SOC RECUPERADORA DE PAPEL SPA;San Joaquín;Metropolitana de Santiago
2.020;Generador Municipal;4053453;ILUSTRE MUNICIPALIDAD DE LA CISTERNA;I MUNICIPALIDAD DE LA CISTERNA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6288179;345491;Santiago;La Cisterna;Metropolitana de Santiago;13.109;2;33,069; declaración ;Reciclaje de plásticos;18;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5.468.895;RECIPET SA;RECIPET S A;Santiago;Metropolitana de Santiago
2.020;Generador Municipal;4053452;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;I MUNICIPALIDAD DE ISLA DE MAIPO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6264334;324007;Talagante;Isla de Maipo;Metropolitana de Santiago;13.603;2;15474,24; declaración ;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;78.709;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;Metropolitana de Santiago
2.020;Generador Municipal;4053452;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;I MUNICIPALIDAD DE ISLA DE MAIPO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6264334;324007;Talagante;Isla de Maipo;Metropolitana de Santiago;13.603;2;177,675; declaración ;Reciclaje de vidrio;19;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;5.453.475;BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;CRISTALERIAS TORO SPA;Maipú;Metropolitana de Santiago
2.020;Generador Municipal;4053452;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;I MUNICIPALIDAD DE ISLA DE MAIPO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6264334;324007;Talagante;Isla de Maipo;Metropolitana de Santiago;13.603;2;17,5; declaración ;Reciclaje;8;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;5.453.475;BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;CRISTALERIAS TORO SPA;Maipú;Metropolitana de Santiago
2.020;Generador Municipal;4053452;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;I MUNICIPALIDAD DE ISLA DE MAIPO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6264334;324007;Talagante;Isla de Maipo;Metropolitana de Santiago;13.603;2;2,16; declaración ;Reciclaje de plásticos;18;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5.468.895;RECIPET SA;RECIPET S A;Santiago;Metropolitana de Santiago
2.020;Generador Municipal;4053452;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;I MUNICIPALIDAD DE ISLA DE MAIPO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6264334;324007;Talagante;Isla de Maipo;Metropolitana de Santiago;13.603;2;1,663; declaración ;Reciclaje de plásticos;18;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5.459.831;INDUSTRIA PROCESADORA DE PLASTICOS LIMITADA;INDUSTRIA PROCESADORA DE PLASTICOS SPA;La Pintana;Metropolitana de Santiago
2.020;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6273299;321298;Talagante;Talagante;Metropolitana de Santiago;13.601;2;32642; declaración ;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;97.614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;Metropolitana de Santiago
2.020;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6273299;321298;Talagante;Talagante;Metropolitana de Santiago;13.601;2;205,66; declaración ;Reciclaje de vidrio;19;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;2.372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago
2.020;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6273299;321298;Talagante;Talagante;Metropolitana de Santiago;13.601;2;55,503; declaración ;Reciclaje de papel, cartón y productos de papel;16;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5.459.117;SOREPA CARLOS VALDOVINOS;SOC RECUPERADORA DE PAPEL SPA;San Joaquín;Metropolitana de Santiago
2.020;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6273299;321298;Talagante;Talagante;Metropolitana de Santiago;13.601;2;35,419; declaración ;Reciclaje de plásticos;18;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5.468.895;RECIPET SA;RECIPET S A;Santiago;Metropolitana de Santiago
2.020;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6273299;321298;Talagante;Talagante;Metropolitana de Santiago;13.601;2;5,582; declaración ;Reciclaje de papel, cartón y productos de papel;16;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5.467.294;RECICLADOS INDUSTRIALES PLACILLA;RECICLADOS INDUSTRIALES S.A;Valparaíso;Valparaíso
2.020;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6273299;321298;Talagante;Talagante;Metropolitana de Santiago;13.601;2;5,504; declaración ;Reciclaje de plásticos;18;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5.460.689;GREENPLAST S.A.;GREENPLAST SA;Lampa;Metropolitana de Santiago
2.020;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6273299;321298;Talagante;Talagante;Metropolitana de Santiago;13.601;2;4,654; declaración ;Preparación para reutilización;7;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;5.467.254;METALES Y ALUMINIOS SA RENCA;METALES Y ALUMINIOS S.A.;Renca;Metropolitana de Santiago
2.020;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6273299;321298;Talagante;Talagante;Metropolitana de Santiago;13.601;2;1,0586; declaración ;Pretratamiento de aceites y grasas comestibles;40;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 25 | Aceites y grasas comestibles;25;5.466.728;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA;Lampa;Metropolitana de Santiago
2.020;Generador Municipal;4053450;ILUSTRE MUNICIPALIDAD DE PEÑAFLOR;I MUNICIPALIDAD DE PENAFLOR;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6279867;323839;Talagante;Peñaflor;Metropolitana de Santiago;13.605;2;42929,11; declaración ;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;78.709;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;Metropolitana de Santiago
2.020;Generador Municipal;4053450;ILUSTRE MUNICIPALIDAD DE PEÑAFLOR;I MUNICIPALIDAD DE PENAFLOR;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6279867;323839;Talagante;Peñaflor;Metropolitana de Santiago;13.605;2;94,932; declaración ;Reciclaje de vidrio;19;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;2.372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago
2.020;Generador Municipal;4053450;ILUSTRE MUNICIPALIDAD DE PEÑAFLOR;I MUNICIPALIDAD DE PENAFLOR;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6279867;323839;Talagante;Peñaflor;Metropolitana de Santiago;13.605;2;33,305; declaración ;Reciclaje de papel, cartón y productos de papel;16;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5.458.853;SOREPA PUDAHUEL;SOC RECUPERADORA DE PAPEL SPA;Pudahuel;Metropolitana de Santiago
2.020;Generador Municipal;4053450;ILUSTRE MUNICIPALIDAD DE PEÑAFLOR;I MUNICIPALIDAD DE PENAFLOR;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6279867;323839;Talagante;Peñaflor;Metropolitana de Santiago;13.605;2;11,779; declaración ;Reciclaje de plásticos;18;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5.468.895;RECIPET SA;RECIPET S A;Santiago;Metropolitana de Santiago
2.020;Generador Municipal;4053450;ILUSTRE MUNICIPALIDAD DE PEÑAFLOR;I MUNICIPALIDAD DE PENAFLOR;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6279867;323839;Talagante;Peñaflor;Metropolitana de Santiago;13.605;2;7,581; declaración ;Reciclaje de metales;20;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;4.989;PLANTA COLINA;ACEROS AZA S.A.;Colina;Metropolitana de Santiago
2.020;Generador Municipal;4053450;ILUSTRE MUNICIPALIDAD DE PEÑAFLOR;I MUNICIPALIDAD DE PENAFLOR;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6279867;323839;Talagante;Peñaflor;Metropolitana de Santiago;13.605;2;1,234; declaración ;Preparación para reutilización;7;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 25 | Aceites y grasas comestibles;25;;Destinatario Final;BIOPROCESS CHILE SPA;San Joaquín;Metropolitana de Santiago
2.020;Generador Municipal;4053449;ILUSTRE MUNICIPALIDAD DE TILTIL;ILUSTRE MUNICIPALIDAD DE TILTIL;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6337625;319959;Chacabuco;Tiltil;Metropolitana de Santiago;13.303;2;105200; declaración ;Monorelleno;14;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 04 | Lodos de fosas sépticas;4;5.452.574;CENTRO DE GESTION DE BIOSOLIDOS EL RUTAL;AGUAS ANDINAS S A;Tiltil;Metropolitana de Santiago
2.020;Generador Municipal;4053449;ILUSTRE MUNICIPALIDAD DE TILTIL;ILUSTRE MUNICIPALIDAD DE TILTIL;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6337625;319959;Chacabuco;Tiltil;Metropolitana de Santiago;13.303;2;6945; declaración ;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;7.803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2.020;Generador Municipal;4053448;ILUSTRE MUNICIPALIDAD DE QUILICURA;I MUNICIPALIDAD DE QUILICURA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;6306496;338945;Santiago;Quilicura;Metropolitana de Santiago;13.125;2;71743,46; declaración ;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;3.921.963;ESTACIÓN DE TRANSFERENCIA QUILICURA;K D M  S A;Quilicura;Metropolitana de Santiago
2.020;Generador Municipal;4053447;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;Otras actividades;Otras actividades de servicios personales n.c.p.;S960909;Otras actividades de servicios personales n.c.p.;S9609;19;6302487;341643;Santiago;Renca;Metropolitana de Santiago;13.128;2;85031,5; declaración ;Eliminación;1;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;3.921.963;ESTACIÓN DE TRANSFERENCIA QUILICURA;K D M  S A;Quilicura;Metropolitana de Santiago
2.020;Generador Municipal;4053447;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;Otras actividades;Otras actividades de servicios personales n.c.p.;S960909;Otras actividades de servicios personales n.c.p.;S9609;19;6302487;341643;Santiago;Renca;Metropolitana de Santiago;13.128;2;33,148; declaración ;Valorización;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 99 | Otras fracciones no especificadas en otra categoría;99;4.009.583;RECAUCHAJES ATLAS LTDA;RECAUCHAJES ATLAS LTDA;Renca;Metropolitana de Santiago
2.020;Generador Municipal;4053447;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;Otras actividades;Otras actividades de servicios personales n.c.p.;S960909;Otras actividades de servicios personales n.c.p.;S9609;19;6302487;341643;Santiago;Renca;Metropolitana de Santiago;13.128;2;29,45; declaración ;Valorización;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5.467.286;RECICLADOS INDUSTRIALES S A PLANTA RENCA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
2.020;Generador Municipal;4053447;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;Otras actividades;Otras actividades de servicios personales n.c.p.;S960909;Otras actividades de servicios personales n.c.p.;S9609;19;6302487;341643;Santiago;Renca;Metropolitana de Santiago;13.128;2;9,17; declaración ;Valorización;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5.467.286;RECICLADOS INDUSTRIALES S A PLANTA RENCA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
2.020;Generador Municipal;4053447;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;Otras actividades;Otras actividades de servicios personales n.c.p.;S960909;Otras actividades de servicios personales n.c.p.;S9609;19;6302487;341643;Santiago;Renca;Metropolitana de Santiago;13.128;2;7,99; declaración ;Valorización;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5.461.524;RECUPAC SUCURSAL HUECHURABA;RECUPAC S.A.;Huechuraba;Metropolitana de Santiago
2.020;Generador Municipal;4053447;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;Otras actividades;Otras actividades de servicios personales n.c.p.;S960909;Otras actividades de servicios personales n.c.p.;S9609;19;6302487;341643;Santiago;Renca;Metropolitana de Santiago;13.128;2;4,91; declaración ;Valorización;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5.458.853;SOREPA PUDAHUEL;SOC RECUPERADORA DE PAPEL SPA;Pudahuel;Metropolitana de Santiago
2.020;Generador Municipal;4053447;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;Otras actividades;Otras actividades de servicios personales n.c.p.;S960909;Otras actividades de servicios personales n.c.p.;S9609;19;6302487;341643;Santiago;Renca;Metropolitana de Santiago;13.128;2;4,192; declaración ;Valorización;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5.461.524;RECUPAC SUCURSAL HUECHURABA;RECUPAC S.A.;Huechuraba;Metropolitana de Santiago
