Tipo o rol declarante;Nombre Establecimiento;Razón Social;ID Establecimiento VU;RUT Razón Social;Rubro RETC;CIIU6;CIIU4;Región;Provincia;Comuna;Huso;Coordenada Este;Coordenada Norte;Número Capítulo;Capítulo LER;Número Subcapítulo;Subcapítulo LER;Número LER;Nombre LER;Tratamiento;Valorización/Eliminación;Cantidad (Toneladas);Declaración/Estimación;Año;ID Establecimiento VU Destinatario;RUT Razón Social trazabilidad;Nombre Establecimiento Destinatario;Razón Social Destinatario;Comuna Destinatario;Región Destinatario
Municipio;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;4055182;69073500-8;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Antonio;Santo Domingo;19;256241;6275123;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);40;Metales;Pretratamiento de Metales;Valorización;0,62;Declaración;2019;5467254;76047913-6;METALES Y ALUMINIOS SA RENCA;METALES Y ALUMINIOS S.A. | METALES Y ALUMINIOS SA RENCA;Renca;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;I MUNICIPALIDAD DE CALERA DE TANGO;5441689;69072800-1;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Maipo;Calera de Tango;19;336617;6277457;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;4,71;Declaración;2019;5460689;76267533-1;GREENPLAST SA;GREENPLAST SA | GREENPLAST SA;Lampa;Metropolitana de Santiago
Municipio;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;5463019;69072100-7;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Cordillera;Puente Alto;19;353437;6281861;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;2;Residuos de parques y jardines (incluidos los residuos de cementerios);1;Residuos biodegradables;Relleno sanitario;Eliminación;3609;Declaración;2019;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE VILLARRICA;I MUNICIPALIDAD DE VILLARRICA;1986455;69191500-K;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Villarrica;18;739151;5648121;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;172;Declaración;2019;2372;90331000-6;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A;Padre Hurtado;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;879934;69040300-5;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Coquimbo;Elqui;Coquimbo;19;274292;6683456;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;Pretratamiento de Aparatos Eléctricos y Electrónicos;Valorización;0,29;Declaración;2019;105675;99523500-5;RECYCLA CHILE SA;RECYCLA CHILE S A | RECYCLA CHILE SA;Pudahuel;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LAMPA;ILUSTRE MUNICIPALIDAD DE LAMPA;325221;69071400-0;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Chacabuco;Lampa;19;325103;6315559;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;41700,89;Declaración;2019;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;I MUNICIPALIDAD DE CALERA DE TANGO;5441689;69072800-1;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Maipo;Calera de Tango;19;336617;6277457;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;90,02;Declaración;2019;5461524;96588400-9;RECUPAC SUCURSAL HUECHURABA;RECUPAC S A | RECUPAC SUCURSAL HUECHURABA;Huechuraba;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE MONTE PATRIA;I MUNICIPALIDAD DE MONTEPATRIA;1937358;69040800-7;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Limarí;Monte Patria;19;312512;6602580;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);99;Otras fracciones no especificadas en otra categoría;Reciclaje de plásticos;Valorización;5,7;Declaración;2019;5460689;76267533-1;GREENPLAST SA;GREENPLAST SA | GREENPLAST SA;Lampa;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE TALCA;I MUNICIPALIDAD DE TALCA;3022588;69110400-1;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Maule;Talca;Talca;19;258013;6076459;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;102315,06;Declaración;2019;6054;99537670-9;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A | RELLENO SANITARIO DEL MAULE S.A.;Talca;Maule
Municipio;ILUSTRE MUNICIPALIDAD DE SANTIAGO;I MUNICIPALIDAD DE SANTIAGO;5441724;69070100-6;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Santiago;19;346580;6298956;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;Preparación para reutilización;Valorización;91;Declaración;2019;5442871;65178170-1;FUNDACIÓN CHILENTER;FUNDACION TODO CHILENTER | FUNDACIÓN CHILENTER;Quinta Normal;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE YUMBEL;I MUNICIPALIDAD DE YUMBEL;1963656;69150900-1;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Biobío;Yumbel;18;716707;5891440;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Relleno sanitario;Eliminación;598,66;Declaración;2019;5453436;96754450-7;RELLENO SANITARIO LOS ANGELES;DEMARCO S A | RELLENO SANITARIO LOS ANGELES;Los Angeles;Biobío
Municipio;ILUSTRE MUNICIPALIDAD DE SAN NICOLÁS;I MUNICIPALIDAD DE SAN NICOLAS;3023318;69140800-0;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Ñuble;Punilla;San Nicolás;18;749593;5956627;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;2960,57;Declaración;2019;244575;77295110-8;ECOBIO;ECOBIO SA | ECOBIO;Chillán Viejo;Ñuble
Municipio;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;I MUNICIPALIDAD DE SAN MIGUEL;253465;69070800-0;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;San Miguel;19;346733;6293634;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;48994;Declaración;2019;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA SERENA;ILUSTRE MUNICIPALIDAD DE LA SERENA;879933;69040100-2;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Elqui;La Serena;19;282694;6689933;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;649,74;Declaración;2019;1967;93372000-4;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CALBUCO;I MUNICIPALIDAD DE CALBUCO;912279;69220600-2;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Los Lagos;Llanquihue;Calbuco;18;655650;5373777;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;8426,1;Declaración;2019;5465162;69220200-7;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;Puerto Varas;Los Lagos
Municipio;ILUSTRE MUNICIPALIDAD DE FRESIA;I MUNICIPALIDAD DE FRESIA;2154307;69220400-K;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Los Lagos;Llanquihue;Fresia;18;632889;5443383;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;239,26;Declaración;2019;5465162;69220200-7;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;Puerto Varas;Los Lagos
Municipio;ILUSTRE MUNICIPALIDAD DE PAREDONES;ILUSTRE MUNICIPALIDAD DE PAREDONES;3023301;69090900-6;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Libertador Gral. Bernardo O'Higgins;Cardenal Caro;Paredones;19;234201;6161725;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;1819,79;Declaración;2019;6054;99537670-9;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A | RELLENO SANITARIO DEL MAULE S.A.;Talca;Maule
Municipio;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;4053447;69071200-8;Otras actividades;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;Metropolitana de Santiago;Santiago;Renca;19;341643;6302487;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);40;Metales;Pretratamiento de Metales;Valorización;0,07;Declaración;2019;5467254;76047913-6;METALES Y ALUMINIOS SA RENCA;METALES Y ALUMINIOS S.A. | METALES Y ALUMINIOS SA RENCA;Renca;Metropolitana de Santiago
Municipio;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;5463019;69072100-7;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Cordillera;Puente Alto;19;353437;6281861;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);25;Aceites y grasas comestibles;Pretratamiento de aceites y grasas comestibles;Valorización;7,8;Declaración;2019;5466728;76323870-9;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA;Lampa;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LIMACHE;I MUNICIPALIDAD DE LIMACHE;3130791;69061100-7;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Marga Marga;Limache;19;288919;6345389;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;7;Residuos voluminosos (incluidos muebles);Relleno sanitario;Eliminación;217,51;Declaración;2019;5452216;96964360-K;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS S A | RELLENO SANITARIO EL MOLLE;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE SALAMANCA;I MUNICIPALIDAD DE SALAMANCA;879730;69041400-7;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Choapa;Salamanca;19;314348;6481999;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;4;Lodos de fosas sépticas;Vertedero;Eliminación;15;Declaración;2019;5461047;69041400-7;VERTEDERO MUNICIPAL EL QUEÑE;I MUNICIPALIDAD DE SALAMANCA | VERTEDERO MUNICIPAL EL QUEÑE;Salamanca;Coquimbo
Municipio;EDIFICIO MUNICIPAL;I MUNICIPALIDAD DE PITRUFQUEN;5468864;69191300-7;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Pitrufquén;18;704635;5681992;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;29,85;Declaración;2019;1967;93372000-4;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CURACAVI;I MUNICIPALIDAD DE CURACAVI;5477295;69073900-3;;;;Metropolitana de Santiago;Melipilla;Curacaví;19;301294;6301719;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;84;Declaración;2019;2372;90331000-6;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A;Padre Hurtado;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;I MUNICIPALIDAD DE LA UNION;911604;69200800-6;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Ranco;La Unión;18;663110;5538175;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;886;Declaración;2019;4587637;69200100-1;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE GALVARINO;ILUSTRE MUNICIPALIDAD DE GALVARINO;1965230;69190200-5;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Araucanía;Cautín;Galvarino;18;693649;5746490;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;150,34;Declaración;2019;5461913;88975900-3;VERTEDERO LICURA (MULCHEN;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN;Mulchén;Biobío
Municipio;ILUSTRE MUNICIPALIDAD DE BUIN;ILUSTRE MUNICIPALIDAD DE BUIN;325223;69072500-2;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Maipo;Buin;19;338645;6266223;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Pretratamiento de plásticos;Valorización;14,07;Declaración;2019;5460733;76469170-9;GREENDOT;GREENDOT SPA | GREENDOT;Buin;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE MAIPÚ;I MUNICIPALIDAD DE MAIPU;4053444;69070900-7;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Maipú;19;336480;6290708;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;275,05;Declaración;2019;5462303;86359300-K;SOCIEDAD RECUPERADORA DE PAPELES;SOC RECUPERADORA DE PAPEL SPA | SOCIEDAD RECUPERADORA DE PAPELES;Antofagasta;Antofagasta
Municipio;ILUSTRE MUNICIPALIDAD DE PERQUENCO;I MUNICIPALIDAD DE PERQUENCO;1965231;69190300-1;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Perquenco;18;728859;5744156;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;22,65;Declaración;2019;1967;93372000-4;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;5441028;69240100-K;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Aysén del Gral. Carlos Ibáñez del Campo;Aisén;Aysén;18;680104;4969316;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;9800;Declaración;2019;5465986;76193466-K;SERVICIOS BAHAMONDE;SERVICIOS INDUSTRIALES BAHAMONDE LIMITADA | SERVICIOS BAHAMONDE;Aysén;Aysén del Gral. Carlos Ibáñez del Campo
Municipio;ILUSTRE MUNICIPALIDAD DE LOS LAGOS;I MUNICIPALIDAD DE LOS LAGOS;911603;69200600-3;Otras actividades;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;Los Ríos;Valdivia;Los Lagos;18;686715;5585185;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;Reciclaje de Aparatos eléctricos y electrónicos;Valorización;7;Declaración;2019;5458859;9281443-2;MAX RODRIGUEZ;RODRIGUEZ | MAX RODRIGUEZ;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;I MUNICIPALIDAD DE CURANILAHUE;1965224;69160200-1;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Arauco;Curanilahue;18;646264;5851039;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);25;Aceites y grasas comestibles;Pretratamiento de aceites y grasas comestibles;Valorización;1,35;Declaración;2019;5466728;76323870-9;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA;Lampa;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;879934;69040300-5;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Coquimbo;Elqui;Coquimbo;19;274292;6683456;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;101223;Declaración;2019;5473631;76349947-2;RELLENO SANITARIO EL PANUL;INVERSIONES PANUL LIMITADA | RELLENO SANITARIO EL PANUL;Coquimbo;Coquimbo
Municipio;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;4055167;69060700-K;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Valparaíso;Quintero;19;263301;6369659;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;17,4;Declaración;2019;5468895;96931540-8;RECIPET SA;RECIPET S A | RECIPET SA;Santiago;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;4053500;69070700-4;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;La Florida;19;351534;6289621;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;2;Residuos de parques y jardines (incluidos los residuos de cementerios);1;Residuos biodegradables;Relleno sanitario;Eliminación;3151,68;Declaración;2019;97614;96828810-5;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A | RELLENO SANITARIO SANTA MARTA;Talagante;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PAINE;I MUNICIPALIDAD DE PAINE;4055177;69072600-9;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Maipo;Paine;19;338770;6257794;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;29299;Declaración;2019;97614;96828810-5;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A | RELLENO SANITARIO SANTA MARTA;Talagante;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PETORCA;I MUNICIPALIDAD DE PETORCA;4054471;69050500-2;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Petorca;Petorca;19;318099;6430144;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;3060,5;Declaración;2019;;;;MARINEE TORRES;;
Municipio;ILUSTRE MUNICIPALIDAD DE EL BOSQUE;ILUSTRE MUNICIPALIDAD DE EL BOSQUE;8356;69255300-4;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;El Bosque;19;345366;6285856;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;41,87;Declaración;2019;5467277;76190988-6;RECICLADOS INDUSTRIALES LA PINTANA;RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES LA PINTANA;La Pintana;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE SAN NICOLÁS;I MUNICIPALIDAD DE SAN NICOLAS;3023318;69140800-0;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Ñuble;Punilla;San Nicolás;18;749593;5956627;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;6,63;Declaración;2019;1967;93372000-4;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE ALTO HOSPICIO;MUNICIPALIDAD DE ALTO HOSPICIO;1136893;69265100-6;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Tarapacá;Iquique;Alto Hospicio;19;384598;7758848;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;55312;Declaración;2019;5464263;69010300-1;VERTEDERO EL BORO;ILUSTRE MUNICIPALIDAD DE IQUIQUE | VERTEDERO EL BORO;Alto Hospicio;Tarapacá
