Año;Tipo o rol declarante;Código VU establecimiento;RUT Razón Social;Nombre Esblecimiento;Razón Social;Rubro RETC;CIIU6;CIIU6_id;CIIU4;CIIU4_id;Huso;UTMN;UTME;Código Subdere;Provincia;Comuna ;Region;Entrada/Salida;Cantidad Toneladas;Declaración/Estimación;Tratamiento;Tratamiento id;eliminacion_valorizacion_recoleccion;Capitulo LER;Numero Capitulo LER;Subcapitulo LER;Numero Subcapitulo LER;Nombre LER;Numero LER;retc_code_trazabilidad;RUT Razón Social trazabilidad;nombre trazabilidad;razon social trazabilidad;comuna trazabilidad;region trazabilidad
2021;Generador Municipal;911604;69200800-6;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;I MUNICIPALIDAD DE LA UNION;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;18;-40,2910189;-73,0810331;14201;Ranco;La Unión;Los Ríos;2;27,09;Declaración;Reciclaje de vidrio;19;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;1967;93372000-4;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
2021;Generador Municipal;4053447;69071200-8;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;Otras actividades;Otras actividades de servicios personales n.c.p.;S960909;Otras actividades de servicios personales n.c.p.;S9609;19;-33,40527419;-70,70291266;13128;Santiago;Renca;Metropolitana de Santiago;2;27,019;Declaración;Valorización;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5461524;96588400-9;RECUPAC SUCURSAL HUECHURABA;RECUPAC S.A.;Huechuraba;Metropolitana de Santiago
2021;Generador Municipal;253477;69220200-7;ILUSTRE MUNICIPALIDAD DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS;Otras actividades;Actividades de organizaciones y órganos extraterritoriales;U990000;Actividades de organizaciones y órganos extraterritoriales;U9900;18;-41,3166957;-72,98329604;10109;Llanquihue;Puerto Varas;Los Lagos;2;26,975;Declaración;Pretratamiento de plásticos;45;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5480005;76629658-0;TALLER VERDESUR  SPA;TALLER VERDESUR SPA;Puerto Varas;Los Lagos
2021;Generador Municipal;879934;69040300-5;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;Otras actividades;Actividades de asociaciones empresariales y de empleadores;S941100;Actividades de asociaciones empresariales y de empleadores;S9411;19;-29,95900321;-71,33892271;4102;Elqui;Coquimbo;Coquimbo;2;26,443;Declaración;Pretratamiento de papel, cartón y productos de papel;36;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5462051;86359300-K;SOREPA COQUIMBO;SOC RECUPERADORA DE PAPEL SPA;Coquimbo;Coquimbo
2021;Generador Municipal;4053447;69071200-8;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;Otras actividades;Otras actividades de servicios personales n.c.p.;S960909;Otras actividades de servicios personales n.c.p.;S9609;19;-33,40527419;-70,70291266;13128;Santiago;Renca;Metropolitana de Santiago;2;26,437;Declaración;Valorización;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5461524;96588400-9;RECUPAC SUCURSAL HUECHURABA;RECUPAC S.A.;Huechuraba;Metropolitana de Santiago
2021;Generador Municipal;1937358;69040800-7;ILUSTRE MUNICIPALIDAD DE MONTE PATRIA;I MUNICIPALIDAD DE MONTEPATRIA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-30,69485211;-70,95753315;4303;Limarí;Monte Patria;Coquimbo;2;26,25;Declaración;Pretratamiento (I.R.A.R.);35;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;1967;93372000-4;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
2021;Generador Municipal;4054474;69050900-8;ILUSTRE MUNICIPALIDAD DE CATEMU;I MUNICIPALIDAD DE CATEMU;Gestores de residuos;Recogida de desechos no peligrosos;E381100;Recogida de desechos no peligrosos;E3811;19;-32,7785607;-70,96296815;5702;San Felipe;Catemu;Valparaíso;2;26;Declaración;Preparación para reutilización;7;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;;;RECICLAJE LOS VIENTOS SPA;RECICLAJE LOS VIENTOS SPA;Llaillay;Valparaíso
2021;Generador Municipal;4085312;69254600-8;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;I MUNICIPALIDAD SAN JOAQUIN;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,47917671;-70,64153152;13129;Santiago;San Joaquín;Metropolitana de Santiago;2;25,798;Declaración;Pretratamiento de aceites y grasas comestibles;40;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 25 | Aceites y grasas comestibles;25;5466728;76323870-9;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA;Lampa;Metropolitana de Santiago
2021;Generador Municipal;253480;69253700-9;ILUSTRE MUNICIPALIDAD DE MACUL;ILUSTRE MUNICIPALIDAD DE MACUL;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,4851503;-70,59919723;13118;Santiago;Macul;Metropolitana de Santiago;2;25,724;Declaración;Reciclaje de plásticos;18;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5468895;96931540-8;RECIPET SA;RECIPET S A;Santiago;Metropolitana de Santiago
2021;Generador Municipal;4055168;69060800-6;ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ;I MUNICIPALIDAD DE PUCHUNCAVI;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-32,7264243;-71,41615266;5105;Valparaíso;Puchuncaví;Valparaíso;2;25,634;Declaración;Pretratamiento (I.R.A.R.);35;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;;;Destinatario Final;SOCIEDAD COMERCIAL DE SERVICIOS DE RECICLAJE INTEGRAL LIMITADA;Quintero;Valparaíso
2021;Generador Municipal;325222;69071500-7;ILUSTRE MUNICIPALIDAD DE COLINA;ILUSTRE MUNICIPALIDAD DE COLINA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,20507242;-70,68396301;13301;Chacabuco;Colina;Metropolitana de Santiago;2;25,532;Declaración;Pretratamiento de papel, cartón y productos de papel;36;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;;;;;;
2021;Generador Municipal;3022599;69141800-6;MUNICIPALIDAD DE TUCAPEL;I MUNICIPALIDAD DE TUCAPEL;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-37,29230732;-71,9512158;8312;Bíobío;Tucapel;Biobío;2;25,5;Declaración;Reciclaje de vidrio;19;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;1967;93372000-4;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
2021;Generador Municipal;5441443;69060900-2;ILUSTRE MUNICIPALIDAD DE VALPARAÍSO;ILUSTRE MUNICIPALIDAD DE VALPARAÍSO;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;O842300;Actividades de mantenimiento del orden público y de seguridad;O8423;19;-33,04723373;-71,61268988;5101;Valparaíso;Valparaíso;Valparaíso;2;25,45;Declaración;Reciclaje de vidrio;19;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;2372;90331000-6;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago
2021;Generador Municipal;1965224;69160200-1;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;I MUNICIPALIDAD DE CURANILAHUE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;18;-37,47597707;-73,34583413;8205;Arauco;Curanilahue;Biobío;2;25,13;Declaración;Reciclaje de papel, cartón y productos de papel;16;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;;;;;;
2021;Generador Municipal;1963669;69180700-2;ILUSTRE MUNICIPALIDAD DE TRAIGUÉN;I MUNICIPALIDAD DE TRAIGUEN;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;18;-38,25084005;-72,66554656;9210;Malleco;Traiguén;La Araucanía;2;24,659;Declaración;Pretratamiento de Vidrio;37;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;5470713;76264081-3;COMERCIAL MORCAS LIMITADA;COMERCIAL MORCAS LIMITADA;Lautaro;La Araucanía
2021;Generador Municipal;5463019;69072100-7;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,59291851;-70,57950252;13201;Cordillera;Puente Alto;Metropolitana de Santiago;2;24,653;Declaración;Preparación para reutilización;7;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 25 | Aceites y grasas comestibles;25;;;CONSTRUCTORA DAVID ALEJANDRO LIPAN ELGUETA E.I.R.L.;CONSTRUCTORA DAVID ALEJANDRO LIPAN ELGUETA E.I.R.L.;Puente Alto;Metropolitana de Santiago
2021;Generador Municipal;1965230;69190200-5;ILUSTRE MUNICIPALIDAD DE GALVARINO;ILUSTRE MUNICIPALIDAD DE GALVARINO;Otras actividades;Actividades de hospitales y clínicas públicas;Q861010;Actividades de hospitales públicos y privados;Q8610;18;-38,4088632;-72,78212003;9106;Cautín;Galvarino;La Araucanía;2;24,4;Declaración;Reciclaje de vidrio;19;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;5453475;93372000-4;BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;CRISTALERIAS TORO SPA;Maipú;Metropolitana de Santiago
2021;Generador Municipal;4371794;69073400-1;ILUSTRE MUNICIPALIDAD DE SAN ANTONIO;I MUNICIPALIDAD DE SAN ANTONIO;Otras actividades;Actividades de asociaciones empresariales y de empleadores;S941100;Actividades de asociaciones empresariales y de empleadores;S9411;19;-33,60149578;-71,61385463;5601;San Antonio;San Antonio;Valparaíso;2;24,36;Declaración;Preparación para reutilización;7;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 25 | Aceites y grasas comestibles;25;5459970;76140586-1;MAIPU- BIOILS;BIOILS SPA;Maipú;Metropolitana de Santiago
2021;Generador Municipal;4055170;69061000-0;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,02346101;-71,55374101;5109;Valparaíso;Viña del Mar;Valparaíso;2;24,29;Declaración;Reciclaje de plásticos;18;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;;;Destinatario Final;RECICLAJES INTEGRALES RINOPLAST LIMITADA;Quilpué;Valparaíso
2021;Generador Municipal;5461636;61955000-5;ILUSTRE MUNICIPALIDAD PADRE LAS CASAS;I MUNICIPALIDAD DE PADRE LAS CASAS;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;O842300;Actividades de mantenimiento del orden público y de seguridad;O8423;18;-38,77322986;-72,59765468;9112;Cautín;Padre Las Casas;La Araucanía;2;23,965;Declaración;;;;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;2;5479798;77112684-7;bdc spa;BDC SPA;Requínoa;Libertador Gral. Bernardo O'Higgins
2021;Generador Municipal;4055168;69060800-6;ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ;I MUNICIPALIDAD DE PUCHUNCAVI;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-32,7264243;-71,41615266;5105;Valparaíso;Puchuncaví;Valparaíso;2;23,94;Declaración;Pretratamiento de Vidrio;37;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;;;Destinatario Final;SOCIEDAD COMERCIAL DE SERVICIOS DE RECICLAJE INTEGRAL LIMITADA;Quintero;Valparaíso
2021;Generador Municipal;4585273;69070300-9;MUNICIPALIDAD DE PROVIDENCIA;I MUNICIPALIDAD DE PROVIDENCIA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,43201876;-70,60931115;13123;Santiago;Providencia;Metropolitana de Santiago;2;23,597;Declaración;Pretratamiento de Metales;44;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;5471252;76261705-6;CENTRO DE ACOPIO Y VALORIZACION;REMBRE SPA.;Quilicura;Metropolitana de Santiago
2021;Generador Municipal;911614;69230900-6;ILUSTRE MUNICIPALIDAD DE QUINCHAO;ILUSTRE MUNICIPALIDAD DE QUINCHAO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;18;-42,53869941;-73,42447945;10210;Chiloé;Quinchao;Los Lagos;2;23,13;Declaración;Reciclaje de vidrio;19;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;;;CHRISTIAN MATIAS HABERT LOPEZ;CHRISTIAN MATIAS HABERT LOPEZ;Castro;Los Lagos
2021;Generador Municipal;880196;69030100-8;ILUSTRE MUNICIPALIDAD DE CHAÑARAL;I MUNICIPALIDAD DE CHANARAL;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;O842300;Actividades de mantenimiento del orden público y de seguridad;O8423;19;-26,34427313;-70,62222935;3201;Chañaral;Chañaral;Atacama;2;23;Declaración;Basural;30;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5485577;69030100-8;VERTEDERO MUNICIPAL;I MUNICIPALIDAD DE CHANARAL;Chañaral;Atacama
2021;Generador Municipal;911517;69230400-4;ILUSTRE MUNICIPALIDAD DE CASTRO;I MUNICIPALIDAD DE CASTRO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;18;-42,47964841;-73,76511899;10201;Chiloé;Castro;Los Lagos;2;22,87;Declaración;Relleno sanitario;11;Eliminación;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;2;78709;87803800-2;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;Metropolitana de Santiago
2021;Generador Municipal;5441689;69072800-1;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;I MUNICIPALIDAD DE CALERA DE TANGO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,63017524;-70,7615076;13403;Maipo;Calera de Tango;Metropolitana de Santiago;2;22,756;Declaración;Reciclaje;8;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;;;PET RECYCLING SPA;PET RECYCLING SPA;Padre Hurtado;Metropolitana de Santiago
2021;Generador Municipal;879727;69040900-3;ILUSTRE MUNICIPALIDAD DE PUNITAQUI;I MUNICIPALIDAD DE PUNITAQUI;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-30,83387316;-71,25800122;4304;Limarí;Punitaqui;Coquimbo;2;22,75;Declaración;Reciclaje de vidrio;19;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;5482471;76294668-8;CASA MATRIZ;SOCIEDAD RECICLAJE RECICLEAN LIMITADA;Coquimbo;Coquimbo
2021;Generador Municipal;431261;69255500-7;ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA;I MUNICIPALIDAD DE INDEPENDENCIA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,42111682;-70,65445084;13108;Santiago;Independencia;Metropolitana de Santiago;2;22,571;Declaración;Pretratamiento de plásticos;45;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5461524;96588400-9;RECUPAC SUCURSAL HUECHURABA;RECUPAC S.A.;Huechuraba;Metropolitana de Santiago
2021;Generador Municipal;325223;69072500-2;ILUSTRE MUNICIPALIDAD DE BUIN;ILUSTRE MUNICIPALIDAD DE BUIN;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,7317616;-70,74169329;13402;Maipo;Buin;Metropolitana de Santiago;2;22,547;Declaración;Reciclaje de plásticos;18;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5460733;76469170-9;GREENDOT;GREENDOT SPA;Buin;Metropolitana de Santiago
2021;Generador Municipal;4055180;69073200-9;ILUSTRE MUNICIPALIDAD DE ALHUÉ;I MUNICIPALIDAD DE ALHUE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-34,03354579;-71,10080655;13502;Melipilla;Alhué;Metropolitana de Santiago;2;21,9;Declaración;Reciclaje de metales;20;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;2272;93926000-5;ACEROS CHILE SA;ACEROS CHILE S A;San Bernardo;Metropolitana de Santiago
2021;Generador Municipal;253480;69253700-9;ILUSTRE MUNICIPALIDAD DE MACUL;ILUSTRE MUNICIPALIDAD DE MACUL;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,4851503;-70,59919723;13118;Santiago;Macul;Metropolitana de Santiago;2;21,859;Declaración;Reciclaje de papel, cartón y productos de papel;16;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;;;;;;
2021;Generador Municipal;3770460;69130700-K;ILUSTRE MUNICIPALIDAD DE PARRAL;I MUNICIPALIDAD DE PARRAL;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,73094111;-70,74232428;7404;Linares;Parral;Maule;2;21,428;Declaración;Pretratamiento de plásticos;45;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5484268;76985530-0;Mundo Verde Limitada;MUNDO VERDE LIMITADA;Parral;Maule
2021;Generador Municipal;5463019;69072100-7;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,59291851;-70,57950252;13201;Cordillera;Puente Alto;Metropolitana de Santiago;2;21,308;Declaración;Reciclaje de papel, cartón y productos de papel;16;Valorización;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 01 | Envases de papel y cartón;1;5467277;76190988-6;RECICLADOS INDUSTRIALES LA PINTANA;RECICLADOS INDUSTRIALES S.A;La Pintana;Metropolitana de Santiago
2021;Generador Municipal;4053442;69060100-1;ILUSTRE MUNICIPALIDAD DE QUILLOTA;I MUNICIPALIDAD DE QUILLOTA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-32,87937554;-71,24696968;5501;Quillota;Quillota;Valparaíso;2;21,3;Declaración;Preparación para reutilización;7;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 25 | Aceites y grasas comestibles;25;5459970;76140586-1;MAIPU- BIOILS;BIOILS SPA;Maipú;Metropolitana de Santiago
2021;Generador Municipal;4053447;69071200-8;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;Otras actividades;Otras actividades de servicios personales n.c.p.;S960909;Otras actividades de servicios personales n.c.p.;S9609;19;-33,40527419;-70,70291266;13128;Santiago;Renca;Metropolitana de Santiago;2;21,09;Declaración;Valorización;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 99 | Otras fracciones no especificadas en otra categoría;99;4009583;84136500-3;RECAUCHAJES ATLAS LTDA;RECAUCHAJES ATLAS LTDA;Renca;Metropolitana de Santiago
2021;Generador Municipal;4085312;69254600-8;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;I MUNICIPALIDAD SAN JOAQUIN;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,47917671;-70,64153152;13129;Santiago;San Joaquín;Metropolitana de Santiago;2;20,649;Declaración;Pretratamiento de plásticos;45;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5467286;76190988-6;RECICLADOS INDUSTRIALES S A PLANTA RENCA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
2021;Generador Municipal;4054482;69080600-2;ILUSTRE MUNICIPALIDAD DE DOÑIHUE;ILUSTRE MUNICIPALIDAD DE DOÑIHUE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-34,17102086;-70,75224079;6105;Cachapoal;Doñihue;Libertador Gral. Bernardo O'Higgins;2;20,54;Declaración;Co-procesamiento;23;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;918669;76092970-0;VERALLIA CHILE SA;VERALLIA CHILE S.A.;Rengo;Libertador Gral. Bernardo O'Higgins
